Language Code,,,Official Word,variation 1:,variation 2:,variation 3:,variation 4:,variation 5:,variation 6:,variation 7:
E,,,literate,literarily,literariness,literarist,literaryism,literacy,literary,literature
E,,,little,littles,littler,littlest,,,,
E,,,live,lives,lived,living,lively,livelier,liveliest,liveliness
E,,,live,life,,,,,,
E,,,local,locals,locally,locale,locality,localization,localize,localities
E,,,lock,locks,locked,locking,lockable,lockables,lockings,
E,,,locomote,locomotes,locomoted,locomoting,locomotive,locomotor,,
E,,,locust,locusts,,,,,,
E,,,logic,logics,logician,logical,logically,logicality,logicalize,
E,,,logos,logoi,,,,,,
E,,,London,Londoner,,,,,,
E,,,lonely,lonelier,loneliest,lone,loner,,,
E,,,long,longs,longer,longest,longingly,longing,,
E,,,look,looks,looked,looking,looker,lookist,lookism,
E,,,loose,looser,loosest,looses,loosen,loosened,loosens,loosening
E,,,lord,lords,lordish,lordishly,lorded,lording,lordliness,
E,,,lose,loses,lost,losing,loser,loss,lost,
E,,,lotus,lotuses,,,,,,
E,,,love,loves,loved,loving,lover,lovingly,lovely,lovers
E,,,lovesick,lovesickness,,,,,,
E,,,luck,lucks,lucked,lucking,lucky,luckily,lucker,luckers
E,,,luminous,luminousity,lumenousness,lumenously,,,,
E,,,lump,lumps,lumped,lumping,lumpy,lumpier,lumpiest,lumpily
E,,,lune,lunar,lunes,lunacy,lunatic,lunatics,lunacies,lunate
E,,,luster,lustres,lustred,lustre,lustring,lustrous,lustrously,
E,,,lute,lutes,,,,,,
E,,,mace,maces,maced,macing,macer,macers,,
E,,,mad,madder,maddest,madly,madman,madness,maddening,madding
E,,,magic,magics,magical,magically,magician,magicians,magicked,magicking
E,,,magistrate,magistrates,magistrateship,,,,,
E,,,magnitude,magnitudes,magnitudinal,magnitudinous,,,,
E,,,maiden,maidenly,,,,,,
E,,,maintain,maintains,maintained,maintaining,maintainence,maintainable,maintainers,
E,,,major,majors,majored,majoring,majorly,majority,majorities,majoritive
E,,,make,makes,made,making,maker,makers,,
E,,,mal,mals,malice,malicious,,,,
E,,,malevolence,malevolent,malevolently,malevolency,malevolencies,,,
E,,,man,mans,manly,manned,men,manning,manness,
E,,,managed,manages,managed,managing,management,managements,manageable,manageably
E,,,manifest,manifests,manifested,manifesting,manifestations,manifestly,manifestedly,
E,,,manifold,manifolds,manifolded,manifoldly,manifoldness,,,
E,,,manipulate,manipulates,manipulated,manipulating,manipulation,manipulative,manipulatively,manipulaters
E,,,mankind,mankindly,mankindness,,,,,
E,,,manner,manners,mannered,mannerism,mannerisms,mannerly,mannerliness,manneristic
E,,,mansion,mansions,mansional,,,,,
E,,,manual,manuals,manually,,,,,
E,,,mare,mares,,,,,,
E,,,mark,marks,marked,markedly,marking,markings,marker,markers
E,,,marry,marriage,marital,marriages,marriage,marries,married,marrying
E,,,master,masters,mastered,mastering,masterer,mastery,masterise,masterly
E,,,match,matches,matched,matching,matchings,matcher,matchingness,
E,,,mate,mates,mated,mating,matings,,,
E,,,material,materials,materially,materilization,materiality,materialize,materializm,materialist
E,,,maternal,maternally,maternity,,,,,
E,,,matter,matters,mattered,mattering,,,,
E,,,mature,matures,maturation,maturational,maturationally,maturish,maturity,
E,,,mean,means,meant,meaning,meaningful,meanings,meaningless,
E,,,meaningless,meaninglessly,meaninglessness,,,,,
E,,,measure,measures,measured,measuring,measurements,measurable,measureableness,measurably
E,,,meat,meats,meaty,meatiness,meatful,meated,,
E,,,mediate,mediates,mediated,mediating,mediation,mediational,mediationally,mediative
E,,,medicine,medicines,medicinal,medicinally,,,,
E,,,meditate,meditates,meditated,meditating,meditator,meditators,meditatively,meditations
E,,,medium,mediums,mediumist,mediumize,mediumly,,,
E,,,member,members,membership,memberships,membering,membered,,
E,,,memorize,memory,memories,memorizes,memorized,memorizing,memorization,memorables
E,,,mendicant,medicants,,,,,,
E,,,mental,mentals,mentality,mentalized,mentalizing,mentally,mentalist,mentalism
E,,,mention,mentions,mentioned,mentioning,,,,
E,,,merge,merges,merged,merging,mergings,merger,mergers,mergeable
E,,,merit,merits,merited,meriting,meritable,meritous,,
E,,,messenger,messengers,messengerial,,,,,
E,,,metal,metals,metallic,metallically,,,,
E,,,metaphor,metaphors,metaphorical,metphorically,,,,
E,,,meter,meters,metered,metering,meterings,meterage,,
E,,,method,methods,methodical,methodology,methodologies,methodological,methodologically,
E,,,metric,metrical,metrically,metrics,,,,
E,,,microcosm,microcosms,microcosmical,microcosmically,,,,
E,,,middle,middles,,,,,,
E,,,might,mighty,mightily,mightiness,,,,
E,,,milch,milchy,,,,,,
E,,,mild,mild,mildly,mildest,milder,mildness,,
E,,,milk,milks,milked,milky,,,,
E,,,mind,minds,minded,minding,mindings,minder,minders,
E,,,mindless,mindlessness,mindlessly,,,,,
E,,,minute,minute,minutes,minuted,minutest,minutely,minuteness,min
E,,,mirror,mirrors,mirrored,mirroring,mirrorings,mirrorize,mirrorized,mirrorizes
E,,,miscarriage,miscarriages,,,,,,
E,,,misery,miseries,miserable,miserably,miserableness,miserably,miserabler,
E,,,mistake,mistakes,mistaken,mistakenly,,,,
E,,,mix,mixes,mixed,mixing,mixings,mixture,mixtures,
E,,,moat,moats,moated,moating,moaty,,,
E,,,mobile,mobility,mobilities,mobilized,mobilizing,mobilizations,mobilizes,mobiles
E,,,model,models,modeled,modeling,modelings,modelist,modelism,modelisation
E,,,moderate,moderates,moderated,moderatings,moderations,moderately,moderator,moderators
E,,,modify,modifies,modified,modifying,modifier,modification,modifications,modifiers
E,,,moment,moments,momentous,momentously,momentary,momentarily,momentum,
E,,,monastery,monasteries,monestarial,monasticism,monastics,monastic,,
E,,,Monday,Mondays,,,,,,
E,,,mongoose,mongooses,,,,,,
E,,,monotonous,monotonously,monotonousness,,,,,
E,,,month,months,monthly,monthlies,,,,
E,,,moon,moons,mooned,mooning,moonings,moonish,moonishly,
E,,,moral,morals,morality,moral,moralism,moralist,moralize,
E,,,morning,mornings,morningful,,,,,
E,,,Moslem,Muslim,Muslims,,,,,
E,,,mother,mom,momma,motherly,mothers,mothering,motherings,motherliness
E,,,motionless,motionlessly,motionlessness,,,,,
E,,,motivate,motivates,motivated,motivating,motivation,motivations,,
E,,,mount,mount,mounted,mounting,mountable,mountless,,
E,,,mountain,mountain,mouintains,mountainless,,,,
E,,,mouth,mouths,mouthed,mouthing,mouthy,mouthier,mouthiest,mouthful
E,,,move,moves,moved,moving,movement,movements,mover,movers
E,,,mud,muddy,muddier,muddiest,mudder,mudding,muddingly,
E,,,multiform,multiforms,multiformity,multiformities,multiformat,multiformatted,multiformatting,
E,,,multiple,multiplicity,multiplied,multiplication,multiplications,multiplicative,multiplicatively,
E,,,municipal,municipality,municipalities,,,,,
E,,,muscle,muscles,muscular,muscularly,muscled,muscling,,
E,,,music,music,musical,musician,musicale,musically,musician,muscians
E,,,mutate,mutates,mutated,mutating,mutation,mutable,mutant,mutability
E,,,mutual,mutually,mutualize,multualization,mutualism,,,
E,,,mystery,mysteries,mysterious,mysteriously,mysteriousness,,,
E,,,mystic,mystics,mystical,mysticism,mystically,,,
E,,,myth,myths,mythology,mythological,mythologically,,,
E,,,name,names,named,naming,namings,namer,,
E,,,narrative,narratives,narratively,,,,,
E,,,nasal,nasals,nasalized,nasalizing,nasalizations,nasalizer,nasalisation,nasalised
E,,,nation,nations,national,nationalist,nationalism,nationally,nationhood,
E,,,nature,natures,natured,natural,naturally,naturalism,naturalist,naturalness
E,,,navel,navels,naveled,navelled,,,,
E,,,neck,necks,necked,necking,neckings,,,
E,,,nectar,nectars,nectarous,nectareous,,,,
E,,,need,needs,needed,needing,neediness,needier,neediest,needy
E,,,needle,needles,needled,needling,,,,
E,,,negate,negates,negated,negating,negatings,negation,,
E,,,neglect,neglects,neglected,neglecting,negligible,negligence,,
E,,,neighborhood,neighborhoods,neighborhoody,,,,,
E,,,Nepal,Nepalese,,,,,,
E,,,nerve,nerves,nervy,nerviness,nervousness,nervously,,
E,,,nescience,nescient,nesciences,,,,,
E,,,nether,netherworld,netherdom,netherness,netherward,nethermost,,
E,,,neutral,neutrals,neutrally,neutrality,neutralize,neutralized,neutralizing,
E,,,new,newer,newest,newly,newness,newish,,
E,,,night,nights,nightly,nightish,,,,
E,,,nine,ninth,,,,,,
E,,,noble,nobles,nobler,noblest,nobility,nobly,,
E,,,nocturnal,nocturnally,nocturnalism,,,,,
E,,,nondiscriminate,nondiscriminates,nondiscriminately,nondiscriminative,nondiscriminativeness,nondiscrimination,nondiscriminatorily,
E,,,nondual,nondualism,nondualist,,,,,
E,,,nonexistence,nonexistent,nonexistant,nonexistences,,,,
E,,,nontheistic,nontheism,nontheist,,,,,
E,,,nonviolence,nonviolent,nonviolently,nonviolences,non-violence,non-violent,,
E,,,noon,noonish,nooner,,,,,
E,,,noose,nooses,noosed,noosing,,,,
E,,,north,northerner,northern,northernly,northward,,,
E,,,Northeast,NE,northeasterly,northeastern,,,,
E,,,nose,nose,noses,nosing,nosed,,,
E,,,nostril,nostril,nostrils,,,,,
E,,,note,notes,noted,noting,noteful,notable,notably,
E,,,nothing,nothings,nothingness,,,,,
E,,,notion,notions,notional,notionally,,,,
E,,,noun,noun,nouns,,,,,
E,,,nourish,nourishes,nourished,nourishing,nourishable,nourishment,nourisher,
E,,,numb,numbs,numbed,numbing,numbings,number,numbest,
E,,,number,numbers,numbered,numbering,numberings,numeration,,
E,,,nut,nuts,nutty,nuttier,nuttiest,,,
E,,,obey,obeys,obeyed,obeying,obedient,obediently,obedience,
E,,,object,objects,objected,objecting,objective,objections,objector,
E,,,oblate,oblates,oblated,oblating,oblation,oblatory,oblational,
E,,,obligate,obligates,obligated,obligating,obligatings,obligation,obligations,obligatedly
E,,,obliterate,obliterates,obliterated,obliterating,obliteration,obliterator,,
E,,,obscure,obscures,obscrued,obscuring,obscurity,obscurification,obscurist,
E,,,observe,observes,observed,observing,observation,observable,observer,observances
E,,,obstacle,obstacles,,,,,,
E,,,obstinant,obstinantly,obstinence,,,,,
E,,,obtain,obtains,obtained,obtaining,obtained,obtainance,obtainable,obtainablility
E,,,obvious,obviously,obviousness,obviousnesses,,,,
E,,,occasion,occasions,occasional,occasionally,,,,
E,,,occultate,occultates,occultated,occultating,occultation,,,
E,,,occur,occurs,occurred,occurring,occurrings,occurrence,occurrences,occurrent
E,,,ocean,ocean,,,,,,
E,,,odd,odder,oddest,oddity,oddities,,,
E,,,odor,odors,odorous,odorously,odorousness,odoriforous,,
E,,,offer,offers,offered,offerings,offerer,,,
E,,,offspring,offsprings,,,,,,
E,,,oil,oils,oiled,oiling,oily,oiliness,,
E,,,old,older,oldest,oldish,olden,,,
E,,,omnipotent,omnipotential,omnipotence,omnipotentiality,,,,
E,,,omnipresent,omnipresently,omnipresence,,,,,
E,,,omniscience,omniscient,omnisciently,omniscience,,,,
E,,,one,oneness,onenesses,,,,,
E,,,oneself,oneselves,,,,,,
E,,,ontology,ontological,,,,,,
E,,,open,opens,opened,opening,openings,openness,opener,openly
E,,,opinion,opinions,,,,,,
E,,,opportunity,opportunities,opportune,,,,,
E,,,opposes,oppose,opposition,opposing,opposed,opposition,,
E,,,orate,orates,orated,orating,oration,orator,,
E,,,order,orders,ordered,ordering,orderer,orderly,,
E,,,organ,organs,organelle,organelles,,,,
E,,,origin,original,originally,originate,origination,originated,originator,
E,,,ornate,ornaments,ornamental,ornamentally,ornately,ornateness,ornament,
E,,,osprey,ospreys,,,,,,
E,,,outcome,outomes,,,,,,
E,,,outflow,outflows,outflowed,outfowing,outflowage,,,
E,,,outgo,outgoes,outgone,outgoing,outgoer,outgoingly,,
E,,,outside,outsides,,,,,,
E,,,outskirt,outskirts,outskirter,outskirting,outskirter,,,
E,,,overpower,overpower,overpowers,overpowered,overpowerment,,,
E,,,overseer,overseers,overseeable,overseeing,overseen,overseeable,,
E,,,overthrow,overthrown,overthrows,overthrowing,overthrowing,,,
E,,,own,owns,owned,owning,ownage,owner,owners,
E,,,pacify,pacifies,pacified,pacifying,pacification,pacificsm,pacific,pacifier
E,,,pain,pains,pained,paining,painful,painfully,painfuller,painfullest
E,,,paint,paint,paints,painted,painting,paintable,painter,painters
E,,,pair,pairs,paired,pairing,pairings,pairable,,
E,,,Pakistan,Pakistanian,,,,,,
E,,,palace,palaces,palatial,palatially,,,,
E,,,pantheon,pantheonic,,,,,,
E,,,parallel,parallelism,parallelled,paralleled,paralleling,parallelling,parallelize,
E,,,paralyze,paralyzed,paralyzing,paralysis,paralyses,,,
E,,,part,parts,parted,parting,partings,partly,partable,partedness
E,,,partake,partakes,partook,partaking,partaken,partakened,,
E,,,particular,particularly,particularness,particulars,,,,
E,,,pass,passes,passed,passing,passings,passingly,passer,passers
E,,,passion,passions,passioned,passionate,passioning,passionately,,
E,,,passionless,passionlessly,,,,,,
E,,,pastime,passtime,pastimes,pastimed,pastiming,pastimer,,
E,,,past,pasts,,,,,,
E,,,paste,pastes,pasted,pasting,pasty,pastie,pasties,pastier
E,,,path,paths,pathway,pathways,pathed,pathing,pathings,
E,,,patient,patiently,patienter,patientest,patience,,,
E,,,patron,patronal,patrons,patronize,patronized,patronizing,patronizer,
E,,,pay,pays,paid,paying,payment,payments,payables,payers
E,,,pea,peas,pease,,,,,
E,,,peace,peaceful,peacefully,peacefulness,,,,
E,,,peacock,peacocks,peacockery,peacocking,peacocker,peacockish,peacocky,
E,,,pearl,pearls,pearled,pearling,pearlings,pearliness,pearly,pearlies
E,,,penetrate,penetrates,penetrated,penetrating,penetrable,penetration,penetrations,penetrator
E,,,penis,penises,phallus,phallic,,,,
E,,,people,peoples,peopled,peopledom,,,,
E,,,pepper,peppers,peppered,peppering,peppers,pepperish,pepperishly,
E,,,perceive,perceives,perceived,perceiving,perceivings,perceivable,perceiver,
E,,,perfect,perfects,perfecting,perfectly,perfectable,perfectability,perfectionist,perfectionism
E,,,perforate,perforates,perforted,perforating,perforation,perforator,,
E,,,perform,performs,performed,performer,performings,performances,performers,performative
E,,,perfume,perfumes,perfumed,perfuming,perfumy,perfumista,perfumer,
E,,,period,periods,periodic,periodical,periodically,,,
E,,,perish,perishes,perished,perishing,perishings,perishable,perishables,perishment
E,,,permanence,permanent,permanently,permanences,permanents,permanented,permanenting,permanency
E,,,persist,persists,persisted,persisting,persistings,persistance,,
E,,,person,persons,personally,personified,personification,personifications,personifies,personify
E,,,personality,personalities,persona,,,,,
E,,,perspire,perspiration,perspires,perspired,perspireing,,,
E,,,pertain,pertains,pertained,pertaining,pertainment,pertinent,pertainment,
E,,,pervade,pervades,pervaded,pervading,pervadings,pervasive,pervasiveness,
E,,,pestle,pestled,pestling,pestles,,,,
E,,,petal,petals,petaled,petaling,petalings,petalous,petalody,
E,,,phantom,phantomness,phantoms,,,,,
E,,,phenomen,phenomenal,phenomenally,phenomena,phenomenalist,,,
E,,,philosophy,philosophies,philosophism,philosophist,philosophier,philosophical,philosophically,
E,,,phlegm,phlegmy,phlegmish,phlegmatic,,,,
E,,,phrase,phrases,phrasing,phraseology,phraser,phrasings,,
E,,,physical,physicals,physicality,physicalism,physicalist,,physically,
E,,,physiology,physiologies,physiologist,physiologists,physiological,physiologically,physiologic,
E,,,pi,pis,pies,pied,piing,,,
E,,,piece,pieces,pieced,piecing,,,,
E,,,pierce,pierces,pierced,piercing,piercing,pierceable,,
E,,,pigeon,pigeons,pigionnaire,pigionnaires,pigeoned,,,
E,,,pinion,,,,,,,
E,,,pious,piousness,piously,pious,piousnesses,,,
E,,,pipe,pipes,piped,piping,pipings,piper,pipers,
E,,,pitch,picthes,pitched,pitching,pitcher,pitchers,,
E,,,pituitary,pituitaries,,,,,,
E,,,place,places,placed,placing,placings,placement,placements,
E,,,plan,plans,planned,planning,plannings,planner,planners,
E,,,plane,planes,planer,planest,planate,planar,planed,planing
E,,,planet,planet,planets,planetary,planetoid,,,
E,,,plank,planks,planked,planking,planker,,,
E,,,plant,plants,planted,planting,plantings,plantable,planter,planters
E,,,play,plays,played,playing,player,players,,
E,,,please,pleases,pleased,pleasing,pleasings,pleasingly,pleasingness,
E,,,pleasure,pleasures,pleasured,pleasuring,pleasurable,pleasurables,pleasurings,pleasurably
E,,,plenty,plenties,plentiful,plentifully,,,,
E,,,plexus,plexus,plexuses,plexal,,,,
E,,,pilgrim,pilgrims,pligrimage,pilgrimatic,,,,
E,,,plough,ploughs,ploughed,ploughings,plougher,plows,plowed,plowing
E,,,plural,plurals,plurality,pluralities,pluralism,pluralist,,
E,,,poem,poems,poetical,poematic,poeitcally,,,
E,,,point,points,pointed,pointing,pointables,pointer,pointers,pointy
E,,,poison,poisons,poisoned,poisoning,poisonous,poisonings,poisoner,
E,,,pole,poles,poled,poling,poler,polers,polings,
E,,,politic,politics,political,politicize,politicize,polity,politically,politicians
E,,,pollute,pollutes,polluted,polluting,pollutings,pollution,polluter,polluters
E,,,poor,poor,poorely,poorest,poorer,poorness,,
E,,,popular,populars,popularize,popularity,popularized,popularizing,popularizer,popularization
E,,,portent,portents,portend,portentous,portentously,portentousness,,
E,,,portion,portions,portionist,portionable,portioner,,,
E,,,pose,poses,posed,posing,posings,poser,posers,
E,,,position,positions,positioned,positionings,positional,positionally,positioner,positioners
E,,,positive,positives,positivity,positiveness,positivism,positivist,,
E,,,possess,possesses,possessed,possessing,possession,possessions,possessive,possessiveness
E,,,possible,possibly,possibility,possibilities,possibilism,possibilist,,
E,,,post,posts,posted,posting,postings,poster,posters,
E,,,posture,postures,postured,posturing,posturings,postural,posturally,
E,,,pot,pots,potted,potting,potter,potable,,
E,,,potent,potents,potency,potential,potentiality,potentiate,potentially,potentialities
E,,,pour,pours,poured,pouring,pourings,pourable,pourability,
E,,,powder,powders,powdered,powderings,powdery,,,
E,,,power,powers,powered,powering,powerings,powerful,powerfully,powerfulness
E,,,practice,practices,practiced,practicing,practicings,practicable,practicer,practicum
E,,,praise,praises,praised,praising,praisings,praiser,praisingly,
E,,,pray,prays,prayed,praying,prayer,prayers,prayerful,prayerfully
E,,,precede,precedes,preceded,preceding,preceedings,precedents,precedential,
E,,,precept,precepts,preceptor,preceptors,preceptorship,,,
E,,,precious,preciously,preciousness,preciousity,,,,
E,,,precise,precises,precised,precising,precisely,precision,,
E,,,predetermine,predetermines,predetermined,predetermining,predeterminings,predetermination,predeterminations,predeterminate
E,,,preeminent,preeminence,preeminently,,,,,
E,,,prefer,prefers,preferred,preferring,preference,preferential,preferentially,preferredly
E,,,prefix,prefixes,prefixal,prefixally,,,,
E,,,prepare,prepares,prepared,preparing,preparings,preparation,preparations,preparatory
E,,,prescience,prescient,presciently,,,,,
E,,,prescribe,prescribes,prescribed,prescribing,prescription,prescriptor,prescriptions,prescriptive
E,,,present,presents,presented,presenting,presentations,presentational,presenter,presenters
E,,,preserve,preserves,preserved,preserving,preservation,preservative,preserver,
E,,,persevere,perseveres,persevered,perservering,perserveration,perseverator,persevereingly,
E,,,preside,presides,presided,presiding,presidings,president,presidential,presidentially
E,,,press,presses,pressed,pressing,pressure,pressured,pressings,presser
E,,,pressure,pressures,pressured,pressuring,pressurizes,pressurized,pressurizing,pressurization
E,,,prestige,prestiges,prestiged,prestiging,prestigious,prestigiousness,prestigiously,
E,,,prevent,prevents,prevented,preventing,preventings,preventions,preventative,preventatively
E,,,prick,pricks,pricked,pricking,prickings,prickers,prickly,prickishly
E,,,pride,prideful,pridefulness,proud,proudly,proudful,prouder,
E,,,priest,priests,priestly,pryingness,,,,
E,,,prime,primer,primest,primes,primed,primal,primary,primarily
E,,,primeval,primevality,primevalness,primevally,primevally,,,
E,,,primitive,primitives,primitively,primitiveness,,,,
E,,,primordial,primordials ,primordialism,,,,,
E,,,prince,princes,princely,principality,princess,princesses,princessly,
E,,,principal,principals,principally,,,,,
E,,,print,prints,printed,printing,printer,printable,,
E,,,proceed,proceeds,proceeded,proceeding,procedes,procession,procedure,
E,,,procession,process,processes,processed,processing,procession,processer,processers
E,,,proclaim,proclaims,proclaimed,proclaiming,proclaimant,,,
E,,,procreate,procreates,procreated,procreating,procreatings,procreation,procreational,
E,,,procure,procures,procured,procuring,procurator,procuration,,
E,,,produce,produces,produced,producing,production,productivity,producers,products
E,,,proficient,proficiency,proficiently,,,,,
E,,,profound,profounds,profoundly,profoundness,profundity,profounded,profounding,
E,,,progeny,progenies,progenate,progenated,progenates,progenating,progenation,progenators
E,,,progress,progresses,progressed,progressing,,,,
E,,,prominent,prominently,prominence,,,,,
E,,,promise,promises,promised,promising,promisings,promisor,promisee,promisory
E,,,promote,promotes,promoted,promotings,promotion,promotions,promotional,promoter
E,,,pronounce,pronounces,pronounced,pronouncing,pronouncings,pronouncements,pronouncer,pronouncers
E,,,proof,proofs,proofed,proofing,proofings,proofer,proofers,
E,,,prop,props,,,,,,
E,,,proper,properly,propriety,propers,,,,
E,,,property,properties,propertied,propertization,,,,
E,,,propitiate,propitiates,propitiated,propitiating,propitiation,propitious,propitiously,propitiousness
E,,,prosper,prospers,prospered,prospering,prosperous,prosperously,prosperousness,prosperity
E,,,prostrate,prostrates,prostrated,prostrating,prostratings,prostration,prostrations,prostrators
E,,,protect,protects,protected,protecting,protection,protective,protectiveness,protector
E,,,protest,protests,protested,protesting,protestings,protestation,protestations,protestive
E,,,proud,proudly,prouder,proudest,pride,prideful,pridefully,pridefulness
E,,,proverb,proverbs,proverbial,proverbially,,,,
E,,,provide,provides,provided,providing,provision,provisions,provider,providers
E,,,province,provinces,provincial,provincially,,,,
E,,,proximate,proximately,proximateness,,,,,
E,,,psych,psyche,psychic,psychics,psychically,,,
E,,,psychology,psychologist,psychologists,,,,,
E,,,public,publically,publicness,publicity,,,,
E,,,pungent,pungence,pungently,pungency,,,,
E,,,purchase,purchases,purchased,purchasing,puchasings,purchasable,purchaser,
E,,,pure,purer,purest,purely,purity,purify,,
E,,,purpose,purposes,purposed,purposefully,purposely,purposeful,,
E,,,pursue,pursues,pursued,pursuing,pusuit,pursuits,persuant,
E,,,put,puts,putting,putten,puttable,,,
E,,,putrify,putrifies,putrified,putrifying,putrification,,,
E,,,race,races,raced,racings,racial,racism,racist,racy
E,,,radiate,radiates,radiated,radiating,radiation,radiance,radiant,radiational
E,,,raft,rafts,rafted,rafting,rafter,,,
E,,,rain,rains,rained,raining,rainy,rainier,rainiest,
E,,,raise,raises,raised,raising,raiser,,,
E,,,range,ranges,ranged,ranging,rangers,,,
E,,,rank,ranks,ranked,ranking,,,,
E,,,rapid,rapids,rapidity,,,,,
E,,,rapture,raptures,raptured,rapturing,rapt,,,
E,,,rare,rares,rarify,rarely,rarity,,,
E,,,rascal,rascals,rascality,rascally,rascalion,rascalry,rascalism,
E,,,ray,rays,rayed,raying,raylet,,,
E,,,reabsorb,reabsorbs,reabsorbed,reabsorbing,reabsorption,reabsorptive,,
E,,,reach,reaches,reached,reaching,reachest,reachable,,
E,,,ready,readily,readiness,,,,,
E,,,real,reals,realism,realist,realness,realsome,,
E,,,reality,realities,realistic,realism,realist,realistically,,
E,,,realize,realizes,realized,realizing,realizable,realizability,,
E,,,realm,realms,realmlet,realmlets,,,,
E,,,reason,reasons,reasoned,reasoning,reasonable,reasonableness,,
E,,,rebel,rebels,rebelled,rebelling,rebellious,rebellion,rebelliously,
E,,,rebirth,rebirths,reborn,rebirthing,rebirther,rebirthed,,
E,,,receive,receives,received,receiving,receiver,,,
E,,,recent,recently,recentish,recentism,recentist,,,
E,,,receptacle,receptacles,receptacular,,,,,
E,,,reciprocal,reciprocally,reciprocate,reciprocating,reciprocated,reciprocity,reciprocator,
E,,,recite,recites,recited,reciting,recitation,recitational,,
E,,,recline,reclines,reclined,reclining,recliner,reclinant,reclinest,
E,,,recluse,reclusive,recluseively,reclusiveness,reclusivity,reclusivities,,
E,,,recommend,recommends,recommmended,recommending,recommendation,recommendable,recomendableness,
E,,,record,records,recorded,recording,recordation,recordist,recordable,recorder
E,,,red,reddish,redder,reddest,reddening,redness,reddened,
E,,,redirect,redirects,redirected,redirecting,redirection,redirectable,redirective,redirectedness
E,,,reduce,reduces,reduced,reducing,reduction,reductive,reductively,reduceable
E,,,reed,reeds,reeded,reeding,reedy,,,
E,,,refer,refers,referred,referring,referrals,references,referenced,referant
E,,,refine,refines,refined,refining,refinement,refinedly,refiner,refinest
E,,,reflect,reflects,reflected,reflecting,reflective,reflection,reflections,reflectively
E,,,regard,regards,regarded,regarding,,,,
E,,,region,regions,regional,regionally,regionalism,regionalist,,
E,,,regulate,regulates,regulated,regulating,regulation,regulative,regulatory,regulatories
E,,,rein,reins,,,,,,
E,,,reject,rejects,rejected,rejection,rejectingly,rejectionism,rejectionist,rejectional
E,,,relate,relates,related,relating,relational,relatively,relations,relatedness
E,,,relax,relaxes,relaxed,relaxing,relaxation,relaxative,relaxer,
E,,,release,releases,released,releasing,releaseable,releasably,releasability,
E,,,religion,religions,religionist,religioner,religionism,,,
E,,,REM,rem,rapid eye movement,,,,,
E,,,remain,remains,remained,remaining,remnant,remainee,remainder,remnants
E,,,remember,remembers,remembered,remembering,remembrance,rememberingly,,
E,,,remnant,remnants,remnantal,,,,,
E,,,remove,removes,removed,removing,remover,removement,,
E,,,renaissance,renaissances,,,,,,
E,,,renounce,renounces,renounced,renouncing,renunciation,renouncement,renunciate,renunciates
E,,,renown,renowned,renownedly,renowner,,,,
E,,,repeat,repeats,repeated,repeating,repetitions,repeatable,repetitious,repetitive
E,,,represent,represents,represented,representing,representations,representation,representational,representative
E,,,reproduce,reproduces,reproduced,reproducing,reproducible,reproduction,reproductive,reproducibility
E,,,repulse,repulses,repulsed,repulsing,repulsively,repulsive,repulsion,
E,,,request,requests,requested,requesting,requestor,requestee,,
E,,,require,requires,required,requiring,requiringly,requirements,requisite,requisition
E,,,reside,resides,resided,residing,residingly,residence,residents,residential
E,,,residence,residential,residences,residentially,,,,
E,,,residue,residues,residua,residual,residuum,residuary,,
E,,,resist,resists,resisted,resisting,resistance,resistant,resistor,resister
E,,,resolve,resolves,resolved,resolving,resolvable,resolver,resolvedly,resolvedness
E,,,resonate,resonates,resonated,resonating,resonances,resonately,resonator,resonation
E,,,respect,respects,respected,respecting,respectable,respective,respectively,
E,,,respire,respires,respired,respiring,respirative,respiration,respirator,
E,,,rest,rests,rested,resting,restfully,restful,,
E,,,restless,restlessly,restlessness,,,,,
E,,,restrain,restrains,restrained,restraining,restrainment,restrainedly,restrainer,restrainable
E,,,restrict,restricts,restricted,restricting,restrictions,restrictedly,restrictor,
E,,,result,results,resulted,resulting,resultant,resultantly,,
E,,,retain,retains,retained,retaining,retainer,retention,retainable,retentive
E,,,retire,retires,retired,retiring,retirement,retiree,retirer,
E,,,reveal,reveals,revealed,revealing,revelations,revelation,,
E,,,reverberate,reverberates,reverberated,reverberating,reverberation,reverberative,reverberatively,reverberator
E,,,revere,reveres,revered,revering,reverence,reverentially,reverently,reveries
E,,,reverse,reverses,reversed,reversing,reversal,reversion,revert,reversable
E,,,revolt,revolts,revolted,revolting,revoltingly,revoltedly,,
E,,,revolve,revolves,revolved,revolving,revolvingly,revolvement,revolver,
E,,,rhinoceros,rhinoceri,rhinocerial,,,,,
E,,,rice,ricer,,,,,,
E,,,rich,riches,richly,richer,richest,,,
E,,,ride,rides,rode,riding,ridden,rider,riders,rideable
E,,,right,rights,righted,righting,rightly,righteous,righteousness,rightness
E,,,righteous,righteously,righteousfully,righteousness,,,,
E,,,ripe,riper,ripest,ripen,ripens,ripened,ripening,ripely
E,,,rise,rises,risen,rising,riser,,,
E,,,rite,rites,ritual,rituals,ritually,ritualistic,ritualism,ritualize
E,,,river,rivers,,,,,,
E,,,road,roads,roady,roading,,,,
E,,,roar,roars,roared,roaring,roarer,roaringly,roarsome,
E,,,roast,roasts,roasted,roasting,,,,
E,,,rock ,rocks,rocked,rocking,rocker,rocky,rockier,rockiest
