Lang code,Devanagari,Definition and notes,IAST (Official Word),IAST s diacritics,Ma Renu Method,Ma Renu s diacritics,Harvard- Kyoto,Alt Spelling 1,Alt Spelling 2,Alt Spelling 3,Alt Spelling 4,Alt Spelling 5,Alt Spelling 6,Unique to ITRANS  ,,,
S,पञ्चदशी,"day of full or new moon, 15th day of lunar half month; name of several works, the pañcadaśī Vedānta text",pañcadaśī,pancadasi,pañchadaśhī,panchadashi,paJchadazI,,,,,,,pa~nchadashI,pa~nchadashii,,
S,पञ्चधारणक,upheld or subsisting by the five elements,pañcadhāraṇaka,pancadharanaka,,,paJchadhAraNaka,panchadharana,,,,,,pa~nchadhAraNaka,pa~nchadhaaraNaka,,
S,पञ्चकः,fivefold,pañcakah,pancakah,,,paJchakaH,,,,,,,pa~nchakaH,,,
S,पञ्चकर्म,"the five treatments, an intensive detoxifying procedure with five components",pañcakarma,pancakarma,pañchakarma,panchakarma,paJchakarma,,,,,,,pa~nchakarma,,,
S,पञ्चमकार,the 5 essentials of the left hand Tantra ritual ,pañcamakāra,pancamakara,pañchamakāra,panchamakara,paJchamakAra,,,,,,,pa~nchamakAra,pa~nchamakaara,,
S,पञ्चानाम्,of the five (referring to senses of cognition or organs of action),pañcanām,pancanam,pañchanām,panchanama,paJchanAm,pancanama,,,,,,pa~nchanAm,pa~nchanaam,,
S,पञ्चानन,"also called the pañcabrahma, are the five faces of Shiva corresponding to his five activities (pañcakṛtya): creation (sṛṣṭi), preservation (sthiti), destruction (saṃhāra), concealing grace (tirobhāva), and revealing grace (anugraha).",Pañcānana,Pancanana,Pañchānana,Panchanana,paJcAnana,panchanan,pancanam,,,,,pa~nchAnana,pa~nchaanana,,
S,पञ्चतयः,five fold,pañcatayaḥ,pancatayyah,,,paJcatayyaaH,,,,,,,pa~nchatayyaH,,,
S,पाण्डव,"in the Mahābhārata, five sons of Pandu and their adherents; redpresents virtuous mind, the activities of buddhi (discriminative mind): wisdom, dispassion, austerity, faith, devotion, etc. ",Pāṇḍava,Pandava,,,pANDava,pandavas,,,,,,paaNDava,pANDawa,paaNDava,
S,पाण्डु,"in the Mahābhārata, brother of Dhṛtarāṣṭra and father of the Pāṇḍavas, represents pure buddhi (without any
selfishness). Manas and buddhi are two sides of the mind. Pure mind is inactive. Pandu was also impotent (inactive).",Pāṇḍu,Pandu,,,pANDu,,,,,,,paaNDu,,,
S,पङ्ग्वन्धवत्,like the lame and the blind (Samkhya Kārikā 21),paṅgvandhavat,pangvandhavat,,,paGgvandhavat,,,,,,,pa~Ngvandhavat,pa~Ngwandhawat,,
S,पाणि,hands,pāṇi,pani,,,pANi,,,,,,,paaNi,,,
S,,fasting to death (10-14-79 satsaṅga) ,panyovashpasana,,,,,,,,,,,panyowashpasana,,,
S,पर,"supreme, the highest, transcendent; others",para,,,,,parama,paramā,,,,,,,,
S,पराभक्ति,"one of three classifications of bhakti, beyond the gunas",parābhakti,parabhakti,,,parAbhakti,,,,,,,paraabhakti,,,
S,पराबिन्दु,"in creation, the seed of ultimate  sound and of dynamic and static aspect",parābindu,parabindu,,,parAbindu,,,,,,,paraabindu,,,
S,परब्रह्म,"one of three forms of goddess Kālī, this one is beyond the three gunas",parabrahm,,,,,,,,,,,,,,
S,परमहंस,"Supreme self, an ascetic who has become Self realised and free from attachments",paramahaṃsa,paramahamsa,,,paramahaMsa,paramahama,paramahaṁsa,,,,,paramaha.msa,paramaha.nsa,,
S,परमम्,"yes, very well",paramam,,,,,,,,,,,,,,
S,परमाणु,the minutest atom; from parama = ultimate + aṇu = the smallest unit that cannot be broken further; atom,paramāṇu,paramanu,,,paramANu,,,,,,,paramaaNu,,,
S,परमपुरुष,Prakṛti and Puruṣa in dormant stage (2/4/79 satsaṅga),paramapuruṣa,paramapurusa,paramapuruṣha,paramapurusha,paramapuruSa,,,,,,,paramapuruSha,,,
S,परमार्थ दृष्टि,right vision; intuition,paramārtha dṛṣṭi,paramartha drsti,paramārtha dṛiṣhṭi,paramartha drishti,paramArtha dRSTi,,,,,,,paramArtha dRRiShTi,paramArtha dR^iShTi,paramaartha dRRiShTi,
S,परमार्थ दृष्टि,right vision; intuition,paramārtha dṛṣṭi,,,,,,,,,,,paramaartha dR^iShTi,,,
S,परमात्मा,"Supreme Self; from Parama = ultimate, supreme + ātmā, ātman = the Self; supreme consciousness, supreme soul or spirit; can also refer to the individual soul",paramātmā,paramatma,,,paramAtmA,paramātma,,,,,,paramaatmaa,,,
S,परमात्मन,"Supreme Self; from Parama = ultimate, supreme + ātmā, ātman = the Self; supreme consciousness, supreme soul or spirit; can also refer to the individual soul",paramātman,paramatman,,,paramAtman,,,,,,,paramaatman,,,
S,परम्बिन्दु,??? confusion with parabindu above,parambindu,,,,,,,,,,,,,,
S,परमेश्वर,"God, supreme lord",parameśvara,paramesvara,parameśhvara,parameshvara,paramezvara,parameshwara,,,,,,parameshvara,,,
S,परानाद,"one of four levels of sound in nada yoga, sound in it's purest form, the sound which is the cause of all creation",parānāda,paranada,,,parAnadA,paranadā,,,,,,paraanadaa,,,
S,परापकार,"the desire to harm others; malevolence; thought and desire to defame and harm others, particularly those that are weaker, to build oneself up",parāpakāra,parāpakāra,parāpakāra,parāpakāra,parApakAra,,,,,,,paraapakaara ,,,
S,परापश्यति,to look far off,parāpaśyati,parapasyati,parāpaśhyati,parapashyati,parApazyati,parapashyanti,,,,,,parApashyati,paraapashyati,,
S,परप्रकृति,"beyond prakriti (nature, material world)  ""Gītā unites Sāṃkhya and Vedānta by saying paraprakṛti is the lower nature of Brahm [in chapter VII]. 4/15/95",paraprakṛti,paraprakrti,paraprakṛiti,paraprakriti,paraprakRti,,,,,,,paraprakRRiti,paraprakR^iti,,
S,परार्थ,"altruism, benevolence, beneficence; another 's advantage or interest",parārtha,parartha,parārtha,parartha,parArtha,,,,,,,paraartha,,,
S,परार्थत्वात्,"because it exists for another (YS 3:36), are for the sake of another's use (K17)",parārthatvāt,pararthatvat,,,parArthatvAt,,,,,,,paraarthatvaat,parArthatwAt,paraarthatwaat,
S,पराशक्ति,"a form of spiritual energy, and alternative name for the ultimate form of Pārvatī",parāśakti,parasakti,parāśhakti,parashakti,parAzakti,,,,,,,parAshakti,paraashakti,,
S,परस्पर,mutual,paraspara,,,,,,,,,,,,,,
S,परासु,dead or dying,parāsu,parasu,,,parAsu,parashu,,,,,,paraasu,,,
S,परशुराम,the sixth avatar among the Dashavatara of the preserver god Vishnu in Hinduism,paraśurāma,parasurama,paraśhurāma,parashurama,parazurAma,,,,,,,parashurAma,parashuraama,,
S,परतन्त्र,that which depend on others for its existence and activities is called paratantra.,paratantra,,,,,paratantram,,,,,,,,,
S,परात्मन्,supreme spirit,parātman,paratman,,,parAtman,,,,,,,paraatman,,,
S,परवैराग्य,"supreme non-attachment, supreme dispassion. From para = supreme or highest + vairāgya = non-attachment (from vi = moving away from, aprat, opposition + rāga = attachment)",paravairāgya,paravairagya,,,paravairAgya,paravairaga,paraviragya,,,,,paravairaagya,parawairAgya,parawairaagya,
S,परवैराग्य,"supreme non-attachment, supreme dispassion. From para = supreme or highest + vairāgya = non-attachment (from vi = moving away from, aprat, opposition + rāga = attachment)",paravairāgya,,,,,paraavairagya,paravairag,,,,,,,,
S,,"an herb (possible sp. hardjoor) that grows in dry rocky places, not in the USA; it's paste can cure a bone injury",pardjoor,,,,,,,,,,,,,,
S,परि,"around, about, round-about, fully",pari,,,,,parī,parI,,,,,,,,
S,परिगत,surrounded; enclosed; encircled; diffused; spread; around,parigata,,,,,,,,,,,,,,
S,परि,"seizing, holding, taking, grasping",parigraha,,,,,parigha,,,,,,,,,
S,परिकर्मन्,purification,parikarman,,,,,,,,,,,,,,
S,परिक्रम,"refers to: (1) circumambulation; (2) the path that encircles a sacred tract of land, such as Vṛndāvana or Vraja.",parikrama,,,,,,,,,,,,,,
S,परिमाणतस्,"from finiteness, measurableness",parimāṇāt,parimanat,,,parimANAt,,,,,,,parimaaNaat,,,
S,परिणाम,"change, mutation, alteration, transformation; consequence or result, the effect",pariṇāma,parinama,,,pariNAma,parinam,,,,,,pariNaama,,,
S,परिणामन,"change, mutation, alteration, transformation",pariṇāmana,parinamana,,,,pariNAmana,,,,,,pariNaamana,,,
S,परिणामतः,consequently; through transormation,pariṇāmataḥ,parinamatah,,,pariNAmataH,,,,,,,pariNaamataH,,,
S,परिशुद्ध,complete purification,pariśuddha,parisuddha,pariśhuddha,parishuddha,parizuddha,,,,,,,,,,
S,परिशुद्धौ,"upon complete purification, rajas and tamas gunas are overpowered by sattva guna ",pariśuddhau,parisuddhau,pariśhuddhau,parishuddhau,parizuddhau,,,,,,,,,,
S,परिशुद्धि,upon complete purification,pariśuddhi,parisuddhi,pariśhuddhi,parishuddhi,parizuddhi,,,,,,,,,,
S,परिवृत्त,"revolved, rotated; turned, turned round",parivṛtta,parivrtta,parivṛitta,parivritta,parivRtta,,,,,,,parivRRitta,parivR^itta,pariwRRitta,
S,परिवृत्त,"revolved, rotated; turned, turned round",parivṛtta,,,,,,,,,,,pariwR^itta,,,
S,पर्ण,leaf; feather of an arrow; pinion; wing,parṇa,parna,,,parNa,,,,,,,,,,
S,परोक्षम्,"out or beyond the range of sight, escaping observation; supersensory things",parokṣa,paroksa,parokṣha,paroksha,parokSa,paroksam,,,,,,parokSha,paroxa,,
S,पार्श्व,"side, sideways; the side; flank; region of the ribs; lateral; nearness",parśva,parsva,parshva,parśhva,parzva,,,,,,,parshva,parshwa,,
S,पार्थ,prince; son of Pṛthā or Kuntī (after his mother) a name of Arjuna who represents austerities,pārtha,partha,,,pArtha,,,,,,,paartha,,,
S,पार्थ,prince; son of Pṛthā or Kuntī (after his mother) a name of Arjuna who represents austerities,Pārtha,Partha,,,pArtha,partha,,,,,,paartha,,,
S,पार्वत,mountain; hill; mountain range,pārvata,parvata,,,pArvata,,,,,,,paarvata,pArwata,paarwata,
S,पार्वती,"wife of Śiva, primordial power behind the creation of the universe",Pārvatī,Parvati,,,pArvatI,parvati,,,,,,paarvatii,,,
 S,पर्यङ्क,"bed; sofa, couch",paryaṅka,paryanka,,,paryaNka,,,,,,,,,,
S,पर्याप्त,"completed; finished; full, whole, entire",paryāpta,paryapta,,,paryApta,,,,,,,paryaapta,,,
S,पर्यवसान,"extending up to, culminating in",paryavasāna,paryavasana,,,paryavasAna,pariovashana,,,,,,paryavasaana,paryawasAna,paryawasaana,
S,पाश,"rope, noose; net; snare",pāśa,pasa,pāśha,pasha,pAza,,,,,,,pAsha,paasha,,
S,पाषाण,"a stone, rock",pāṣāṇa,pasana,pāṣhāṇa,pashana,pASANa,pashan,,,,,,pAShANa,paaShaaNa,,
S,पश्चिम,"west; westerly direction (back side of body); being behind, hinder",paścima,pascima,paśhchima,pashchima,pazchima,,,,,,,,,,
S,पशु,"animal, beast",paśu,pasu,paśhu,pashu,pazu,,,,,,,,,,
S,पटह,drum,paṭaha,pataha,,,paTaha,,,,,,,,,,
S,पताक,flag or banner,patāka,pataka,,,patAka,,,,,,,pataaka,,,
S,पाताल,"one of the 7 regions under the Earth, the nether world; the abode of angas serpents and demons",pātāla,patala,,,pAtAla,pataal,patal,,,,,paataala,,,
S,पलति,falls down; drops down; sinks,patati,,,,,,,,,,,,,,
S,पति,"a title meaning ""master"" or ""lord"" as in Gana Pati refering to Lord Ganesh",pati,,,,,,,,,,,,,,
S,पत्ति,"a foot soldier; a hero; as in sattva patti, ruled by peacefulness",patti,,,,,,,,,,,,,,
S,पतिनि,female or wife [per Babaji in document],patini,,,,,,,,,,,,,,
S,पवहरि,pava= purification; Pawahari Yogi is a yogi who lives by taking air (only),pavahari,,,,,,,,,,,pawahari,,,
S,पावक,"dynamism; motivation; bright, shining; fire (Agni)",pāvaka,pavaka,,,pAvaka,,,,,,,paavaka,pAwaka,paawaka,
S,पवन,wind,pavana,,,,,,,,,,,pawana,,,
S,पवित्र,sanctified; pure,pavitra,,,,,,,,,,,pawitra,,,
S,पायु,"anus, organ of excretion",pāyu,payu,,,pAyu,,,,,,,paayu,,,
S,फल,fruit; consequence,phala,,,,,,,,,,,,,,
S,पिच्छ,feather of a tail (especially of a peacock),piccha,,pichchha,,,,,,,,,pichCha,,,
S,पीड,"pressure; to press, to squeeze; pain, trouble",pīḍ,pid,,,pID,pīḍa,pida,pIDa,,,,piiD,piiDa,,
S,पिक,Indian cuckoo,pika,,,,,,,,,,,,,,
S,पिञ्छा,"feather, wing",pīñcha,pincha,pīñchha,pinchha,pIJchha,,,,,,,pI~nCha,pii~nCha,,
S,पिण्ड,"embryo in early stage; a ball; a globe; round, roundish; fleshy part of the shoulder above the collarbone",piṇḍa,pinda,,,piNDa,,,,,,,,,,
S,पिंगला,"subtle energy channel (nāḍī) in the spine that exits the right nostril, associated with the sun and male energy",piṅgalā,pingala,,,piGgalA,,,,,,,pi~Ngalaa,,,
S,पिंगला नाडी," one of three main nerve channels or “rivers” in the subtle body, conducting the Prāṇik energy; governing the right side of the body and the left side of the brain; channel of solar energy",piṅgalā nāḍī,pingala nadi,,,piGgalA nADI,,,,,,,pi~Ngalaa naaDii,,,
S,पिपासा,thirst,pipāsā,pipasa,,,pipASA,,,,,,,pipaasaa,,,
S,पितृ,"denotes ‘progenitor’ or forefather;  further, the term ‘pitṛ’ also denotes a particular Deity ; and in this sense, it would stand for an unchanging eternal being",pitṛ,pitr,pitṛi,pitri,pitR,,,,,,,pitR^i,pitRRi,,
S,पित्त,"bile, one of the three humors of the body; bilious humor",pitta,,,,,,,,,,,,,,
S,प्लवन,"float, floating",plavana,,,,,,,,,,,plawana,,,
S,प्रभूत,"gross elements, mahābhūta (K39)",prabhūta,prabhuta,,,prabhUta,prabhutas,,,,,,prabhuuta,,,
S,प्रबुद्धा,the one who is enlightened,prabuddhā,prabuddha,,,prabuddhA,,,,,,,prabuddhaa,,,
S,प्रच्छन्न,covered; hidden,pracchanna,,prachchhanna,,,,,,,,,prachChanna,,,
S,प्रच्छर्दन,"expulsion, expulsion of breath exhalation, expiration",pracchardana,,prachchhardana,,,,,,,,,prachChardana,,,
S,प्रदान,"offering, portion of the sacrifice",pradāna ,pradana ,,,pradAna ,,,,,,,pradaana ,,,
S,प्रधान,"prime, most important: pure unmanifest prakṛti; mūla-prakṛti",pradhāna,pradhana,,,pradhAna,pradana,pradhanam,pradhanasya,,,,pradhaana,,,
S,प्रदेश,"region, district",pradeśa,pradesa,pradeśha,pradesha,pradeza,Pradesh,,,,,,,,,
S,प्रदीपकल्पाः,comparable to a lamp (in action) (K36),pradīpakalpāḥ,pradipakalpah,,,pradIpakalpaH,,,,,,,pradiipakalpaH,,,
S,प्रदीपवत्,like a lamp,pradīpavat,pradipavat,,,pradIpavat,,,,,,,pradiipavat,pradiipawat,pradIpawat,
S,प्रदीपिका,"the volume of text, as in the Hatha Yoga Pradipika",pradīpikā,pradipika,,,pradIpikA,,,,,,,pradiipikaa,,,
S,प्रह्लाद,an asura king in Hindu mythology known for his devotion to Viṣṇu,Prahlāda,Prahlada,,,prahlAda,prahlad,,,,,,prahlaada,,,
S,प्रजापति,"presented in the Upanishads as the personification of creative power after Brahman.  The Bhagavad Gītā uses the epithet Prajāpati to describe Kṛṣṇa, along with many other epithets.",Prajāpati,prajapati,,,prajApati,,,,,,,prajaapati,,,
S,प्राज्ञ,"awakening of wisdom, realization of the TRUE nature of an object",prajña,prajna,,,prajJA,pragya,,,,,,praj~naa,praGYaa,praj~nA,praGYA
S,प्राज्ञलोक,the light of consciousness,prajñāloka,prajnaloka,,,prajJAloka,prajñālokaḥ,,,,,,praj~nAloka,praGYAloka,praj~naaloka,praGYaaloka
S,प्राक्,ago,prāk,prak,,,prAk,,,,,,,praak,,,
S,प्राकाम्य,"willfulness, freedom of will,",prākāmya,prakamya,,,prAkAmya,,,,,,,praakaamya,,,
S,प्रकाश,illumination,prakāśa,prakasa,prakāśha,prakasha,prakAza,prakAsha,,,,,,prakaasha,,,
S,प्रकाशकाम,wishing for renown,prakāśakāma,prakasakama,prakāśhakāma,prakashakama,prakAzakAma,prakasakam,,,,,,prakAshakAma,prakaashakaama,,
S,प्रकाशकर्मन्,whose work is to give light,prakāśakarman,prakasakarman,prakāśhakarman,prakashakarman,prakAzakarman,,,,,,,prakAshakarman,prakaashakarman,,
S,प्राकाश्य,manifest,prākāśya,prakasya,prākāśhya,prakashya,prAkAzya,prakasyam,,,,,,prAkAshya,praakaashya,,
S,प्रकृति,"nature, that which is manifest when stimulated by puruṣa: eternal principle of matter, primordial energy of creation, nature.  Used in prakṛti bandha or bondage created by identifying with prakṛti or any evolute of prakṛti",prakṛti,prakrti,prakṛiti,prakriti,prakRti,prakrltl,,,,,,prakR^iti,prakRRiti,,
S,प्रकृति,"nature, that which is manifest when stimulated by puruṣa: eternal principle of matter, primordial energy of creation, nature.  Used in prakṛti bandha or bondage created by identifying with prakṛti or any evolute of prakṛti",prakṛti,,,,,prakri,prakrii,prakrteh,prakritti,prakrtih,prakrtikah,,,,
S,प्रकृतिलय,dissolution of the Universe: those merged in prakṛti where the guṇas are in equilibrium; identification completely with pure prakṛti; rebirth resulting from stopping attainment level at sāsmitā samādhi,prakṛtilaya,prakrtilaya,prakṛitilaya,prakritilaya,prakRtilaya,prakritilayas,,,,,,prakR^itilaya,prakRRitilaya,,
S,प्रकृतिविकृति,mutation of the original form,prakṛtivikṛti,prakrtivikrti,prakṛitivikṛiti,prakritivikriti,prakRtivikRti,,,,,,,prakR^itivikR^iti,prakRRitivikRRiti,prakR^itiwikR^iti,
S,प्रकृतिविकृति,mutation of the original form,prakṛtivikṛti,,,,,prakrtivikrtayah,,,,,,prakRRitiwikRRiti,,,
S,प्रलय,"dissolution (of the world); fainting, one of eight physical symptoms that appear in the body during extreme negative or positive emotions",pralaya,,,,,,,,,,,,,,
S,प्रमा,"accurate perception of a state, condition, fact, or object",pramā,prama,,,pramA,,,,,,,pramaa,,,
S,प्रमाद,"carelessness, negligence in study, reflection or practice (one of nine obstacles to yoga)",pramāda,pramada,,,pramAda,,,,,,,pramaada,,,
S,प्रमाण,right knowledge or valid proof (one of five types of vṛtti),pramāṇa,pramana,pramanat,prameya,pramANa,pramanam,,,,,,pramaaNa,,,
S,प्रमाणाध्डी,through the means of cognition alone,pramāṇāddhi,pramanaddhi,,,pramANAddhi,,,,,,,pramaaNaaddhi,,,
S,प्रमेय,establishment of things,prameya,,,,,,,,,,,,,,
S,प्रमोद,joy,pramoda,,,,,pramod,,,,,,,,,
S,प्राण,breath; vital air as in prāṇa vāyu or vital air between throat and navel; governs respiration and circulation,prāṇa,prana,,,prANa,pran,pranic,,,,,praaNa,,,
S,प्राण वायु," “vital air”; one of the five-fold divisions of Prāṇa, working between the throat & the navel; the inward breathing",prāṇa vāyu,prana vayu,,,prANa vAyu,,,,,,,praaNa vaayu,prANa wAyu,praaNa waayu,
S,प्रनम्,"bend or bow before, respectful salutation",pranam,,,,,,,,,,,,,,
S,प्रणाम,respectful salutation; bending; bowing; reverential salutation; prostration,praṇāma,pranama,,,praNAma,pranamas,,,,,,praNaama,,,
S,प्राणमय,sheath of vital energy,prāṇamaya,pranamaya,,,prANamaya,,,,,,,praaNamaya,,,
S,प्राणमयकोश,"one of five kośas (sheaths), lit. sheath composed of prāṇa or vital force",prāṇamayakośa,pranamayakośa,prāṇamayakośha,pranamayakosha,prANamayakoza,pranamaya,,,,,,prANamayakosha,praaNamayakosha,,
S,प्रणश्यति ,"allow to be lost, escape",praṇaśyati,pranasyati,praṇaśhyati,pranashyati,praNazyati,,,,,,,praNashyati,,,
S,प्रणव,"the one syllable word Oṁ is the denoter of Īśvara (God); meaning ""ever new"" as it is eternal and immutable knowledge",praṇava,pranava,,,praNava,praṇavaḥ,,,,,,praNawa,,,
S,प्राणायाम,"literally, control of life force, or breath control",prāṇāyāma,pranayama,,,prANAyAma,pranayarna,pranayuama,pranyama,,,,praaNaayaama,,,
S,प्राणेश्वर,lord of life,prāṇeśvara,pranesvara,prāṇeśhvara,praneshvara,prANezvara,praneshwara,,,,,,prANeshvara,praaNeshvara,,
S,प्राणेश्वर,lord of life,prāṇeśvara,,,,,,,,,,,prANeshwara,praaNeshwara,,
S,प्रणिधान,"devotional dedication, self-surrender; literally, “placing something down”, as in placing the ego in front of God (Īśvara- praṇidhāna)",praṇidhāna,pranidhana,,,praNidhAna,,,,,,,praNidhaana,,,
S,प्राणिक,of or relating to prāṅa energy,prāṇika,pranika,,,prANika,pranic,,,,,,praaNika,,,
S,प्राप्ति                                                                                                                                                 ,ability; able capability,prāpti,prapti,,,prApti,,,,,,,praapti,,,
S,प्रारब्ध,"undertaken or commenced: bearing fruit; fructifying; begun, commenced; ""what has begun""; ""prārabdha karma"" is the present karma actively bearing fruit in a given lifetime of the jīva",prārabdha,prarabdha,,,prArabdha,,,,,,,praarabdha,,,
S,प्रारब्धकर्म,one’s karma which is to be worked out in this life time; karma of the body,prārabdhakarma,prarabdhakarma,,,prArabdhakarma,prabdhakarma,,,,,,praarabdhakarma,,,
S,प्रसाद,food offered at temple after ceremony,prasāda,prasada,,,prasAda,prasad,,,,,,prasaada,,,
S,,"serene, making pleasant",prasādana,prasadana,,,prasAdana,,,,,,,prasaadana,,,
S,प्रसंख्यान,the highest discriminative wisdom; another term for viveka khyāti,prasaṃkhyāna,prasamkhyana,,,prasaMkhyAna,prasaṁkhyāna,,,,,,prasaMkhyaana,prasa.mkhyaana,prasa.nkhyaana,
S,प्रसंख्यान,the highest discriminative wisdom; another term for viveka khyāti,prasaṃkhyāna,,,,,prasam,,,,,,prasa.mkhyAna,prasa.nkhyAna,,
S,प्रसङ्गेन,incidentally,prasaṅgena,prasangena,,,prasaGgena,,,,,,,prasa~Ngena,,,
S,प्रसञ्जन,act of connection; combining; uniting,prasañjana,prasanjana,,,prasaJjana,,,,,,,prasa~njana,,,
S,प्रसङ्ख्यान,"omniscience, knowing; discriminative meditation, abstract contemplation; counting, enumeration",prasaṅkhyāna,prasankhyana,,,prasaGkhyAna,prasamkhyan,,,,,,prasa~NkhyAna,prasa~Nkhyaana,,
S,प्रशान्त,"peaceful, calmed, quiet; example of use: praśhānta vahita or the peaceful flow of sāttvika vṛttis",praśānta,prasanta,praśhānta,prashanta,prazAnta,prashant,,,,,,prashAnta,prashaanta,,
S,प्रशान्ति,"one of four kinds of sound in nada yoga (tara, pashanti, madyama, vaikarya), to be seen, light",praśānti,prasanti,praśhānti,prashanti,prazAnti,pashanti,,,,,,prashAnti,prashaanti,,
S,प्रशान्ति,"one of four kinds of sound in nada yoga (tara, pashanti, madyama, vaikarya), to be seen, light",praśānti,,,,,prashanthi,,,,,,,,,
S,प्रसारण,"spread out, spreading out; stretched out, stretching out; extended, extending",prasāraṇa,prasarana,,,prasAraNa,,,,,,,prasaaraNa,,,
S,प्रसारित,"spread out, stretched out; expanded; exposed",prasārita,prasarita,,,prasArita,,,,,,,prasaarita,,,
S,प्रसव,"giving birth, progeny, children, source, origin, birthplace, fruit, product, flower",prasava,,,,,prasav,,,,,,prasawa,,,
S,प्रसवधर्मि,"productive, that is the nature of transformation ",prasavadharmi,,,,,,,,,,,prasawadharmi,,,
S,प्रसुक्त,"set free, liberated, resigned",prasukta,,,,,,,,,,,,,,
S,प्रसुप्त,"dormant, generally referring to emotions or the kleśas",prasupta,,,,,,,,,,,,,,
S,प्रश्वास,"exhalation, specifically the forced or involuntary exhalation that is one of the four symptoms that accompany the nine obstacles to sādhana",praśvāsa,prasvasa,praśhvāsa,prashvasa,prazvAsa,,,,,,,prashvaasa,prashvAsa,,
S,प्रश्वास,"exhalation, specifically the forced or involuntary exhalation that is one of the four symptoms that accompany the nine obstacles to sādhana",praśvāsa,,,,,,,,,,,prashwAsa,prashwaasa,,
S,प्रति,"a copy (noun), or towards (preposition): It is the process of reabsorbing back to the cause, bringing effect back to the cause; the process of involution,  bringing into life again; the term is used in the sense of a counter-exception",prati,,,,,,,,,,,,,,
S,प्रतिबन्धि,opposed to; prevents,pratibandhī,pratibandhi,pratibandī,pratibandi,pratibandI,pratibandhI,,,,,,pratibandhii,,,
S,प्रतिभा,"inner light; intelligence, intuition; light or splendor of knowledge",pratibhā,pratibha,,,pratibhA,,,,,,,pratibhaa,,,
S,प्रातिभ,"intuitive cognition, prescience",prātibha,pratibha,,,prAtibha,,,,,,,praatibha,,,
S,प्रतीक,"perfection; directed or turned towards, inverted, reverse, contrary, unfavorable, adverse",pratīka,pratika,,,pratIka,,,,,,,pratiika,,,
S,प्रतिनियम,strict rule as to applying an example to particular persons or things only,pratiniyama,,,,,pratiniyamat,,,,,,,,,
S,,"enter into, reach",pratipadyante,,,,,,,,,,,,,,
S,प्रातिपक्ष,the opposite side,pratipakṣa,pratipaksa,pratipakṣha,pratipaksha,pratipakSa,,,,,,,pratipakSha,pratipaxa,,
S,प्रतिशब्द,"echo, reverberation",pratiśabda,pratisabda,pratiśhabda,pratishabda,pratizabda,,,,,,,,,,
S,प्रतिषेध,"prevention, negation, removal",pratiṣedha,pratisedha,pratiṣhedha,pratishedha,pratiSedha,,,,,,,pratiShedha,,,
S,प्रतिष्ठा,"established, based",pratiṣṭhā,pratistha,pratiṣhṭhā,pratishtha,pratiSThA,pratishtayam,,,,,,pratiShThaa,pratiShThA,,
S,प्रतीतिः,the knowledge of,pratītiḥ,pratitih,,,pratItiH,,,,,,,pratiitiH,,,
S,प्रत्य,belief,pratya,praty,,,,,,,,,,,,,
S,प्रत्याहार,"withdrawing the mind from the senses, the fifth of eight limbs of Aṣṭāṅga Yoga; literally, “against food,” or not taking in sense impressions",pratyāhāra,pratyahara,,,pratyAhAra,pratyhara,,,,,,pratyaahaara,,,
S,प्रत्यक्,"in an opposite direction, backwards: inner or inward",pratyak,,,,,pratyaka,,,,,,,,,
S,प्रत्यक्चेतन,"inwardly conscious self, jīvātman",pratyakcetanā,pratyakcetana,,,pratyakcetanA,,,,,,,pratyakchetanaa,,,
S,प्रत्यक्ष,"direct perception, cognition, observation; one of three types of pramāṇa",pratyakṣa,pratyaksa,pratyakṣha,pratyaksha,pratyakSa,,,,,,,pratyakSha,pratyaxa,,
S,प्रत्यय,"evidence or proof: content of mind, causal principle, cognition principle, object",pratyaya,,,,,pratyayas,,,,,,,,,
S,प्रवर्तते,"energies, operates",pravartate,,,,,,,,,,,prawartate,,,
S,प्रवृत्ति,"continuation of previous activity: with thought; outflowing of the mind; manifestation. From pra = toward, forth, onward, moving toward + vṛitti = modification of the mind field, mental modification; thought waves; to revolve or fluctuate",pravṛtti,pravrtti,pravṛitti,pravritti,pravRtti,,,,,,,pravR^itti,pravRRitti,prawR^itti,
S,प्रवृत्ति,"continuation of previous activity: with thought; outflowing of the mind; manifestation. From pra = toward, forth, onward, moving toward + vṛitti = modification of the mind field, mental modification; thought waves; to revolve or fluctuate",pravṛtti,,,,,pravrtteh,,,,,,prawRRitti,,,
S,प्रयच्छन्ति,present (v) ,prayacchanti,,prayachchhanti,,,,,,,,,prayachChanti,,,
S,प्रीति,pleasure,prīti,priti,,,prIti,,,,,,,priiti,,,
S,पृथिवी,earth element,pṛthivī,prthivi,pṛithivī,prithivi,,,,,,,,pR^ithivii,pRRithivii,pR^ithiwii,pR^ithiwI
S,पृथिवी,earth element,pṛthivī,,,,pRthivI,priti,,,,,,pRRithiwii,pRRithivI,pR^ithivI,pRRithiwI
S,पुच्छ,tail,puccha,puccha,puchchha,,,puchi,,,,,,puchCha,,,
S,पूजा,devotional and/or ritual offering; reverential worship,pūjā,puja,,,pUjA,,,,,,,puujaa,,,
S,पुलक,"erection or bristling of the hairs of the body, a thrill (of joy or fear), horripilation",pulaka,,,,,,,,,,,,,,
S,पुमन्,man,puman,,,,,,,,,,,,,,
S,पुनः,"cleansing, purified, destroyed, again (adverb)",punaḥ,punah,,,punaH,,,,,,,,,,
